id_cmp1,id_cmp2,genes_cmp1_only,genes_cmp2_only,genes_overlap,num_cmp1_only,num_cmp2_only,num_overlap,overlap / cmp1,overlap / cmp2,pval,fdr
regulation of developmental process,growth,INHBA;KITLG,,TGFB2;BCL2;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of developmental process,mitotic cell cycle process,TGFB2;BCL2;KITLG;SOX9,BCL2L1,INHBA,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of developmental process,intrinsic apoptotic signaling pathway in response to DNA damage,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of developmental process,negative regulation of multicellular organismal process,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of developmental process,cellular developmental process,,DMRT1;BRIP1;BCL2L1,INHBA;SOX9;TGFB2;BCL2;KITLG,0,3,5,1.0,0.625,0.0,0.0
regulation of developmental process,regulation of intracellular signal transduction,INHBA,BCL2L1,TGFB2;BCL2;KITLG;SOX9,1,1,4,0.8,0.8,0.003968253968254176,0.007387988560534229
regulation of developmental process,positive regulation of reproductive process,TGFB2;BCL2;KITLG,,INHBA;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of developmental process,cell development,INHBA,BRIP1;BCL2L1,TGFB2;BCL2;KITLG;SOX9,1,2,4,0.8,0.6666666666666666,0.023809523809523836,0.036787974683545374
regulation of developmental process,regulation of growth,KITLG;SOX9,BCL2L1,INHBA;TGFB2;BCL2,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of developmental process,phenol-containing compound metabolic process,INHBA;KITLG;SOX9,,TGFB2;BCL2,3,0,2,0.4,1.0,0.0,0.0
regulation of developmental process,negative regulation of intrinsic apoptotic signaling pathway,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of developmental process,epithelial to mesenchymal transition,INHBA;KITLG;BCL2,,TGFB2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of developmental process,metanephros development,INHBA;TGFB2;KITLG,,BCL2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of developmental process,negative regulation of extrinsic apoptotic signaling pathway,INHBA;TGFB2;KITLG;SOX9,BCL2L1,BCL2,4,1,1,0.2,0.5,0.2222222222222212,0.2504327755337561
regulation of developmental process,roof of mouth development,TGFB2;BCL2;KITLG;SOX9,,INHBA,4,0,1,0.2,1.0,0.0,0.0
regulation of developmental process,response to endogenous stimulus,INHBA;KITLG,BCL2L1,TGFB2;BCL2;SOX9,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of developmental process,response to oxygen-containing compound,INHBA;KITLG,BCL2L1,TGFB2;BCL2;SOX9,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of developmental process,regulation of neuron death,INHBA;KITLG;SOX9,BCL2L1,TGFB2;BCL2,3,1,2,0.4,0.6666666666666666,0.08333333333333304,0.11116803278688558
regulation of developmental process,regulation of cell population proliferation,,BCL2L1,INHBA;SOX9;TGFB2;BCL2;KITLG,0,1,5,1.0,0.8333333333333334,0.0,0.0
regulation of developmental process,mesoderm development,TGFB2;BCL2;KITLG;SOX9,,INHBA,4,0,1,0.2,1.0,0.0,0.0
regulation of developmental process,cellular response to transforming growth factor beta stimulus,INHBA;KITLG;BCL2,,TGFB2;SOX9,3,0,2,0.4,1.0,0.0,0.0
regulation of developmental process,negative regulation of cell population proliferation,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of developmental process,multi-organism process,INHBA;KITLG,BRIP1;BCL2L1,TGFB2;BCL2;SOX9,2,2,3,0.6,0.6,0.10317460317460347,0.13726158038147176
regulation of developmental process,extracellular structure organization,INHBA;KITLG;BCL2,COL9A3,TGFB2;SOX9,3,1,2,0.4,0.6666666666666666,0.08333333333333304,0.11116803278688558
regulation of developmental process,male gamete generation,INHBA;TGFB2;BCL2;KITLG,BRIP1;BCL2L1,SOX9,4,2,1,0.2,0.3333333333333333,0.4999999999999998,0.5142180094786732
regulation of developmental process,regulation of locomotion,INHBA,,TGFB2;BCL2;KITLG;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of developmental process,sensory system development,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of developmental process,cell population proliferation,INHBA;KITLG,BCL2L1,TGFB2;BCL2;SOX9,2,1,3,0.6,0.75,0.023809523809523725,0.036787974683545374
regulation of developmental process,negative regulation of immune system process,INHBA;BCL2,,TGFB2;KITLG;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of developmental process,response to lipid,INHBA;KITLG,,TGFB2;BCL2;SOX9,2,0,3,0.6,1.0,0.0,0.0
regulation of developmental process,negative regulation of developmental process,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
regulation of developmental process,neuron differentiation,KITLG,,INHBA;TGFB2;BCL2;SOX9,1,0,4,0.8,1.0,0.0,0.0
developmental process,hemoglobin metabolic process,SOX9;BCL2L1;TGFB2;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,INHBA,8,0,1,0.1111111111111111,1.0,0.0,0.0
developmental process,negative regulation of biological process,COL9A3;BRIP1;DMRT1,,INHBA;BCL2L1;SOX9;TGFB2;BCL2;KITLG,3,0,6,0.6666666666666666,1.0,0.0,0.0
developmental process,regulation of localization,COL9A3;BRIP1;DMRT1,,INHBA;BCL2L1;SOX9;TGFB2;BCL2;KITLG,3,0,6,0.6666666666666666,1.0,0.0,0.0
developmental process,regulation of response to stimulus,COL9A3;BRIP1;DMRT1,,INHBA;BCL2L1;SOX9;TGFB2;BCL2;KITLG,3,0,6,0.6666666666666666,1.0,0.0,0.0
developmental process,cell death,DMRT1;COL9A3;BRIP1;SOX9,,INHBA;BCL2L1;TGFB2;BCL2;KITLG,4,0,5,0.5555555555555556,1.0,0.0,0.0
developmental process,male sex differentiation,,,INHBA;BCL2L1;SOX9;TGFB2;COL9A3;BCL2;BRIP1;DMRT1;KITLG,0,0,9,1.0,1.0,0.0,0.0
developmental process,cell surface receptor signaling pathway,COL9A3;BRIP1;DMRT1,,INHBA;BCL2L1;SOX9;TGFB2;BCL2;KITLG,3,0,6,0.6666666666666666,1.0,0.0,0.0
developmental process,regulation of multicellular organismal development,DMRT1;COL9A3;BRIP1;BCL2L1,,INHBA;SOX9;TGFB2;BCL2;KITLG,4,0,5,0.5555555555555556,1.0,0.0,0.0
developmental process,sex determination,INHBA;BCL2L1;TGFB2;COL9A3;BCL2;BRIP1;KITLG,,DMRT1;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,ovarian follicle development,SOX9;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,INHBA;BCL2;BCL2L1,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,regulation of stem cell differentiation,INHBA;BCL2L1;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,TGFB2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,enzyme linked receptor protein signaling pathway,BCL2L1;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,INHBA;TGFB2;SOX9,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,regulation of immune system process,DMRT1;COL9A3;BRIP1;BCL2L1,,INHBA;SOX9;TGFB2;BCL2;KITLG,4,0,5,0.5555555555555556,1.0,0.0,0.0
developmental process,anatomical structure morphogenesis,KITLG;COL9A3;BRIP1;DMRT1,,INHBA;SOX9;BCL2L1;TGFB2;BCL2,4,0,5,0.5555555555555556,1.0,0.0,0.0
developmental process,homeostasis of number of cells within a tissue,INHBA;BCL2L1;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,mitochondrial membrane organization,INHBA;SOX9;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;BCL2L1,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,regulation of metabolic process,COL9A3;BCL2L1,,INHBA;SOX9;TGFB2;BCL2;BRIP1;DMRT1;KITLG,2,0,7,0.7777777777777778,1.0,0.0,0.0
developmental process,embryo development,BCL2L1;COL9A3;BCL2;BRIP1;DMRT1,,INHBA;TGFB2;KITLG;SOX9,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,immune system process,BCL2L1;SOX9;COL9A3;BRIP1;DMRT1,,INHBA;TGFB2;BCL2;KITLG,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,neuron death,INHBA;SOX9;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;BCL2L1,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,kidney morphogenesis,INHBA;BCL2L1;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,response to abiotic stimulus,INHBA;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;SOX9;BCL2;BCL2L1,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,regulation of biosynthetic process,KITLG;COL9A3;BCL2L1,,INHBA;SOX9;TGFB2;BCL2;BRIP1;DMRT1,3,0,6,0.6666666666666666,1.0,0.0,0.0
developmental process,SMAD protein signal transduction,BCL2L1;SOX9;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,INHBA;TGFB2,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,exocrine system development,INHBA;BCL2L1;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,TGFB2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,regulation of epithelial to mesenchymal transition,INHBA;BCL2L1;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,TGFB2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,cell cycle,SOX9;COL9A3;BCL2;DMRT1;KITLG,,INHBA;TGFB2;BRIP1;BCL2L1,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,regulation of mitochondrial membrane potential,INHBA;SOX9;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;BCL2L1,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,gland development,INHBA;BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;BCL2;SOX9,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,growth,INHBA;BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;BCL2;SOX9,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,mitotic cell cycle process,SOX9;TGFB2;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,INHBA;BCL2L1,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,intrinsic apoptotic signaling pathway in response to DNA damage,INHBA;SOX9;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;BCL2L1,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,negative regulation of multicellular organismal process,BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,INHBA;TGFB2;BCL2;SOX9,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,cellular developmental process,COL9A3,,INHBA;BCL2L1;SOX9;TGFB2;BCL2;BRIP1;DMRT1;KITLG,1,0,8,0.8888888888888888,1.0,0.0,0.0
developmental process,regulation of intracellular signal transduction,INHBA;COL9A3;BRIP1;DMRT1,,SOX9;BCL2L1;TGFB2;BCL2;KITLG,4,0,5,0.5555555555555556,1.0,0.0,0.0
developmental process,positive regulation of reproductive process,BCL2L1;TGFB2;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,INHBA;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,cell development,INHBA;COL9A3;DMRT1,,BCL2L1;SOX9;TGFB2;BCL2;BRIP1;KITLG,3,0,6,0.6666666666666666,1.0,0.0,0.0
developmental process,regulation of growth,SOX9;COL9A3;BRIP1;DMRT1;KITLG,,INHBA;TGFB2;BCL2;BCL2L1,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,phenol-containing compound metabolic process,INHBA;BCL2L1;SOX9;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;BCL2,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,negative regulation of intrinsic apoptotic signaling pathway,INHBA;SOX9;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;BCL2L1,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,epithelial to mesenchymal transition,INHBA;BCL2L1;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,TGFB2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,metanephros development,INHBA;BCL2L1;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,negative regulation of extrinsic apoptotic signaling pathway,INHBA;SOX9;TGFB2;COL9A3;BRIP1;DMRT1;KITLG,,BCL2;BCL2L1,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,roof of mouth development,SOX9;BCL2L1;TGFB2;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,INHBA,8,0,1,0.1111111111111111,1.0,0.0,0.0
developmental process,response to endogenous stimulus,INHBA;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;SOX9;BCL2;BCL2L1,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,response to oxygen-containing compound,INHBA;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;SOX9;BCL2;BCL2L1,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,regulation of neuron death,INHBA;SOX9;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;BCL2;BCL2L1,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,regulation of cell population proliferation,COL9A3;BRIP1;DMRT1,,INHBA;BCL2L1;SOX9;TGFB2;BCL2;KITLG,3,0,6,0.6666666666666666,1.0,0.0,0.0
developmental process,mesoderm development,SOX9;BCL2L1;TGFB2;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,INHBA,8,0,1,0.1111111111111111,1.0,0.0,0.0
developmental process,cellular response to transforming growth factor beta stimulus,INHBA;BCL2L1;COL9A3;BCL2;BRIP1;DMRT1;KITLG,,TGFB2;SOX9,7,0,2,0.2222222222222222,1.0,0.0,0.0
developmental process,negative regulation of cell population proliferation,BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,INHBA;TGFB2;BCL2;SOX9,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,multi-organism process,INHBA;KITLG;COL9A3;DMRT1,,SOX9;BCL2L1;TGFB2;BCL2;BRIP1,4,0,5,0.5555555555555556,1.0,0.0,0.0
developmental process,extracellular structure organization,INHBA;BCL2L1;BCL2;BRIP1;DMRT1;KITLG,,TGFB2;COL9A3;SOX9,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,male gamete generation,INHBA;TGFB2;COL9A3;BCL2;DMRT1;KITLG,,SOX9;BRIP1;BCL2L1,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,regulation of locomotion,INHBA;BCL2L1;COL9A3;BRIP1;DMRT1,,TGFB2;BCL2;KITLG;SOX9,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,sensory system development,BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,INHBA;TGFB2;BCL2;SOX9,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,cell population proliferation,INHBA;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;SOX9;BCL2;BCL2L1,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,negative regulation of immune system process,INHBA;BCL2L1;COL9A3;BCL2;BRIP1;DMRT1,,TGFB2;KITLG;SOX9,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,response to lipid,INHBA;BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,TGFB2;BCL2;SOX9,6,0,3,0.3333333333333333,1.0,0.0,0.0
developmental process,negative regulation of developmental process,BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,INHBA;TGFB2;BCL2;SOX9,5,0,4,0.4444444444444444,1.0,0.0,0.0
developmental process,neuron differentiation,BCL2L1;COL9A3;BRIP1;DMRT1;KITLG,,INHBA;TGFB2;BCL2;SOX9,5,0,4,0.4444444444444444,1.0,0.0,0.0
hemoglobin metabolic process,negative regulation of biological process,,BCL2L1;SOX9;TGFB2;BCL2;KITLG,INHBA,0,5,1,1.0,0.16666666666666666,0.0,0.0
hemoglobin metabolic process,regulation of localization,,BCL2L1;SOX9;TGFB2;BCL2;KITLG,INHBA,0,5,1,1.0,0.16666666666666666,0.0,0.0
hemoglobin metabolic process,regulation of response to stimulus,,BCL2L1;SOX9;TGFB2;BCL2;KITLG,INHBA,0,5,1,1.0,0.16666666666666666,0.0,0.0
hemoglobin metabolic process,cell death,,TGFB2;BCL2;KITLG;BCL2L1,INHBA,0,4,1,1.0,0.2,0.0,0.0
hemoglobin metabolic process,male sex differentiation,,SOX9;BCL2L1;TGFB2;COL9A3;BCL2;BRIP1;DMRT1;KITLG,INHBA,0,8,1,1.0,0.1111111111111111,0.0,0.0
hemoglobin metabolic process,cell surface receptor signaling pathway,,BCL2L1;SOX9;TGFB2;BCL2;KITLG,INHBA,0,5,1,1.0,0.16666666666666666,0.0,0.0
hemoglobin metabolic process,regulation of multicellular organismal development,,TGFB2;BCL2;KITLG;SOX9,INHBA,0,4,1,1.0,0.2,0.0,0.0
hemoglobin metabolic process,sex determination,INHBA,DMRT1;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,ovarian follicle development,,BCL2;BCL2L1,INHBA,0,2,1,1.0,0.3333333333333333,0.0,0.0
hemoglobin metabolic process,regulation of stem cell differentiation,INHBA,TGFB2;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,enzyme linked receptor protein signaling pathway,,TGFB2;SOX9,INHBA,0,2,1,1.0,0.3333333333333333,0.0,0.0
hemoglobin metabolic process,regulation of immune system process,,TGFB2;BCL2;KITLG;SOX9,INHBA,0,4,1,1.0,0.2,0.0,0.0
hemoglobin metabolic process,anatomical structure morphogenesis,,TGFB2;SOX9;BCL2;BCL2L1,INHBA,0,4,1,1.0,0.2,0.0,0.0
hemoglobin metabolic process,homeostasis of number of cells within a tissue,INHBA,BCL2;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,mitochondrial membrane organization,INHBA,BCL2;BCL2L1,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,regulation of metabolic process,,SOX9;TGFB2;BCL2;BRIP1;DMRT1;KITLG,INHBA,0,6,1,1.0,0.14285714285714285,0.0,0.0
hemoglobin metabolic process,embryo development,,TGFB2;KITLG;SOX9,INHBA,0,3,1,1.0,0.25,0.0,0.0
hemoglobin metabolic process,immune system process,,TGFB2;BCL2;KITLG,INHBA,0,3,1,1.0,0.25,0.0,0.0
hemoglobin metabolic process,neuron death,INHBA,BCL2;BCL2L1,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,kidney morphogenesis,INHBA,BCL2;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,response to abiotic stimulus,INHBA,TGFB2;SOX9;BCL2;BCL2L1,,1,4,0,0.0,0.0,0.3999999999999999,0.4155319148936172
hemoglobin metabolic process,regulation of biosynthetic process,,SOX9;TGFB2;BCL2;BRIP1;DMRT1,INHBA,0,5,1,1.0,0.16666666666666666,0.0,0.0
hemoglobin metabolic process,SMAD protein signal transduction,,TGFB2,INHBA,0,1,1,1.0,0.5,0.0,0.0
hemoglobin metabolic process,exocrine system development,INHBA,TGFB2;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,regulation of epithelial to mesenchymal transition,INHBA,TGFB2;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,cell cycle,,TGFB2;BRIP1;BCL2L1,INHBA,0,3,1,1.0,0.25,0.0,0.0
hemoglobin metabolic process,regulation of mitochondrial membrane potential,INHBA,BCL2;BCL2L1,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,gland development,INHBA,TGFB2;BCL2;SOX9,,1,3,0,0.0,0.0,0.30000000000000004,0.3317667044167611
hemoglobin metabolic process,growth,INHBA,TGFB2;BCL2;SOX9,,1,3,0,0.0,0.0,0.30000000000000004,0.3317667044167611
hemoglobin metabolic process,mitotic cell cycle process,,BCL2L1,INHBA,0,1,1,1.0,0.5,0.0,0.0
hemoglobin metabolic process,intrinsic apoptotic signaling pathway in response to DNA damage,INHBA,BCL2;BCL2L1,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,negative regulation of multicellular organismal process,,TGFB2;BCL2;SOX9,INHBA,0,3,1,1.0,0.25,0.0,0.0
hemoglobin metabolic process,cellular developmental process,,SOX9;BCL2L1;TGFB2;BCL2;BRIP1;DMRT1;KITLG,INHBA,0,7,1,1.0,0.125,0.0,0.0
hemoglobin metabolic process,regulation of intracellular signal transduction,INHBA,SOX9;BCL2L1;TGFB2;BCL2;KITLG,,1,5,0,0.0,0.0,0.5,0.5142180094786732
hemoglobin metabolic process,positive regulation of reproductive process,,SOX9,INHBA,0,1,1,1.0,0.5,0.0,0.0
hemoglobin metabolic process,cell development,INHBA,BCL2L1;SOX9;TGFB2;BCL2;BRIP1;KITLG,,1,6,0,0.0,0.0,0.6000000000000001,0.6052685950413225
hemoglobin metabolic process,regulation of growth,,TGFB2;BCL2;BCL2L1,INHBA,0,3,1,1.0,0.25,0.0,0.0
hemoglobin metabolic process,phenol-containing compound metabolic process,INHBA,TGFB2;BCL2,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,negative regulation of intrinsic apoptotic signaling pathway,INHBA,BCL2;BCL2L1,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,epithelial to mesenchymal transition,INHBA,TGFB2;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,metanephros development,INHBA,BCL2;SOX9,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,negative regulation of extrinsic apoptotic signaling pathway,INHBA,BCL2;BCL2L1,,1,2,0,0.0,0.0,0.1999999999999993,0.2309875813128326
hemoglobin metabolic process,roof of mouth development,,,INHBA,0,0,1,1.0,1.0,0.0,0.0
